Geo_FIPS,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009
48201454700,2395,2128,1850,278,112,166,267,92,175
48201454800,2760,1922,1502,420,62,358,838,396,442
48201454900,3663,2859,2358,501,102,399,804,367,437
48201455000,972,686,541,145,77,68,286,230,56
48201455101,2558,1705,1325,380,85,295,853,397,456
48201455102,1060,959,804,155,0,155,101,31,70
48201455200,1432,1109,789,320,34,286,323,149,174
48201455300,1642,987,809,178,28,150,655,369,286
48201510100,995,449,329,120,44,76,546,323,223
48201510200,3449,817,512,305,125,180,2632,1296,1336
48201510300,2521,1333,1034,299,129,170,1188,669,519
48201510400,1947,758,598,160,33,127,1189,648,541
48201510500,1473,688,587,101,44,57,785,499,286
48201510600,2316,971,796,175,61,114,1345,750,595
48201510700,2272,690,565,125,61,64,1582,876,706
48201510800,3921,2037,1902,135,28,107,1884,1069,815
48201510900,2995,1591,1126,465,258,207,1404,882,522
48201511001,1340,618,504,114,34,80,722,392,330
48201511002,2233,1029,780,249,104,145,1204,725,479
48201511100,1349,593,378,215,70,145,756,432,324
48201511200,2357,1133,874,259,87,172,1224,589,635
48201511301,1830,1010,783,227,71,156,820,445,375
48201511302,1952,965,756,209,27,182,987,516,471
48201511400,1487,708,470,238,80,158,779,502,277
48201511500,2869,1560,1087,473,137,336,1309,748,561
48201511600,1532,787,516,271,36,235,745,342,403
48201520100,851,490,407,83,38,45,361,234,127
48201520200,1389,930,816,114,56,58,459,198,261
48201520300,1732,973,657,316,55,261,759,473,286
48201520400,1109,572,367,205,54,151,537,268,269
48201520500,2753,2013,1296,717,119,598,740,452,288
48201520601,768,553,292,261,46,215,215,125,90
48201520602,1878,1365,685,680,241,439,513,282,231
48201520700,1289,880,575,305,126,179,409,172,237
48201521000,612,380,211,169,53,116,232,179,53
48201521100,675,452,259,193,85,108,223,148,75
48201521200,2010,1373,688,685,205,480,637,339,298
48201521300,1857,1297,793,504,104,400,560,284,276
48201521400,1946,1529,680,849,319,530,417,312,105
48201521500,1825,1412,955,457,52,405,413,294,119
48201521600,1050,821,632,189,72,117,229,127,102
48201521700,2972,1477,807,670,166,504,1495,1021,474
48201521800,1804,1156,825,331,52,279,648,361,287
48201521900,2446,1682,1203,479,67,412,764,321,443
48201522000,1939,1054,581,473,168,305,885,356,529
48201522100,2569,1692,1052,640,122,518,877,456,421
48201522201,1280,1077,687,390,88,302,203,96,107
48201522202,1237,965,500,465,237,228,272,132,140
48201522301,1503,893,520,373,153,220,610,277,333
48201522302,1318,922,566,356,74,282,396,261,135
48201522401,1869,1331,838,493,293,200,538,381,157
48201522402,1129,843,691,152,42,110,286,147,139
48201522500,1723,1371,1180,191,57,134,352,147,205
48201530100,2461,1527,812,715,218,497,934,608,326
48201530200,1635,1020,858,162,3,159,615,250,365
48201530300,872,467,181,286,49,237,405,130,275
48201530400,908,460,247,213,78,135,448,283,165
48201530500,1491,1064,414,650,114,536,427,206,221
48201530600,1127,684,342,342,86,256,443,298,145
48201530700,1779,1349,613,736,72,664,430,231,199
48201530800,1526,935,560,375,49,326,591,298,293
48201530900,1671,1167,876,291,175,116,504,212,292
48201531000,1558,917,726,191,68,123,641,335,306
48201531100,1196,760,653,107,10,97,436,134,302
48201531200,1275,720,570,150,29,121,555,267,288
48201531300,2174,1003,529,474,182,292,1171,485,686
48201531400,947,458,340,118,15,103,489,246,243
48201531500,1180,697,591,106,19,87,483,129,354
48201531600,1122,771,665,106,43,63,351,178,173
48201531700,1262,841,635,206,53,153,421,167,254
48201531800,743,497,261,236,52,184,246,135,111
48201531900,1692,1069,421,648,63,585,623,354,269
48201532001,2362,1153,587,566,100,466,1209,546,663
48201532002,406,310,279,31,2,29,96,25,71
48201532100,2500,1422,824,598,207,391,1078,711,367
48201532200,1145,719,386,333,59,274,426,227,199
48201532300,2623,1527,808,719,151,568,1096,676,420
48201532400,2092,1455,971,484,42,442,637,345,292
48201532501,2528,2143,1451,692,261,431,385,161,224
48201532502,1565,1243,949,294,147,147,322,155,167
48201532600,2271,1489,906,583,229,354,782,450,332
48201532700,2021,1329,800,529,92,437,692,441,251
48201532800,578,390,205,185,55,130,188,53,135
48201532900,1434,1198,733,465,185,280,236,116,120
48201533000,893,588,154,434,159,275,305,170,135
48201533100,2247,1585,903,682,116,566,662,367,295
48201533200,1147,743,509,234,21,213,404,294,110
48201533300,2182,1351,504,847,93,754,831,228,603
48201533400,2839,2390,1301,1089,290,799,449,195,254
48201533500,1307,1104,736,368,110,258,203,12,191
48201533600,1785,1278,687,591,171,420,507,234,273
48201533701,1620,1231,666,565,157,408,389,249,140
48201533702,906,795,485,310,97,213,111,43,68
48201533801,2535,2057,1342,715,303,412,478,263,215
48201533802,1605,1440,842,598,160,438,165,88,77
48201533901,2541,2354,1491,863,145,718,187,81,106
48201533902,1604,1104,530,574,41,533,500,121,379
48201534001,954,703,400,303,111,192,251,189,62
48201534002,1448,1206,730,476,141,335,242,114,128
48201534003,743,586,347,239,96,143,157,128,29
48201534100,2188,1867,1426,441,148,293,321,208,113
48201534201,830,598,300,298,170,128,232,156,76
48201534202,3890,2245,1724,521,191,330,1645,819,826
48201534203,625,468,374,94,2,92,157,98,59
48201540100,3942,3279,2932,347,86,261,663,284,379
48201540200,1018,656,330,326,130,196,362,140,222
48201540501,2481,1601,1074,527,147,380,880,552,328
48201540502,1816,1454,1146,308,68,240,362,136,226
48201540601,1414,1131,947,184,13,171,283,233,50
48201540602,2226,1783,963,820,155,665,443,207,236
48201540700,2303,1987,1601,386,95,291,316,117,199
48201540800,2479,2077,1401,676,108,568,402,277,125
48201540901,974,720,567,153,13,140,254,150,104
48201540902,3104,1791,1358,433,29,404,1313,609,704
48201541001,4067,2754,1941,813,254,559,1313,803,510
48201541002,2633,2214,1827,387,224,163,419,189,230
48201541003,4341,3649,2997,652,95,557,692,445,247
48201541100,2318,2042,1777,265,16,249,276,38,238
48201541201,2926,2373,2013,360,96,264,553,379,174
48201541202,2880,2547,2056,491,118,373,333,118,215
48201541203,1000,843,721,122,34,88,157,42,115
48201541300,3574,2930,1818,1112,412,700,644,243,401
48201541400,4726,3992,2789,1203,439,764,734,301,433
48201541500,1580,1295,1042,253,156,97,285,93,192
48201541601,1825,1527,1332,195,45,150,298,143,155
48201541602,3101,2334,1593,741,208,533,767,454,313
48201541700,4162,2357,1640,717,281,436,1805,1044,761
48201541800,2265,1459,1223,236,13,223,806,259,547
48201541900,2160,1844,1471,373,190,183,316,112,204
48201542000,4519,3784,2825,959,81,878,735,401,334
48201542101,5432,4570,3612,958,118,840,862,371,491
48201542102,4463,3864,2333,1531,102,1429,599,249,350
48201542200,5161,4452,3034,1418,573,845,709,499,210
48201542301,3741,3308,2475,833,186,647,433,195,238
48201542302,2314,1791,1339,452,56,396,523,167,356
48201542400,3214,2479,1818,661,166,495,735,304,431
48201542500,1091,736,677,59,24,35,355,137,218
48201542600,1518,1268,1066,202,22,180,250,186,64
48201542700,1610,1154,890,264,9,255,456,156,300
48201542800,2368,1966,1496,470,227,243,402,173,229
48201542900,4260,3242,2422,820,232,588,1018,447,571
48201543001,3037,2703,2435,268,117,151,334,178,156
48201543002,4671,3921,3635,286,29,257,750,354,396
48201543003,5731,4398,3471,927,327,600,1333,505,828
48201543100,782,663,537,126,81,45,119,76,43
48201543200,2365,1652,1076,576,117,459,713,418,295
48201550100,1792,1213,418,795,119,676,579,360,219
48201550200,1558,942,409,533,186,347,616,288,328
48201550301,3132,1982,750,1232,253,979,1150,456,694
48201550302,3980,2559,1378,1181,266,915,1421,639,782
48201550401,4416,2821,1695,1126,231,895,1595,970,625
48201550402,3476,2543,1356,1187,470,717,933,615,318
48201550500,1778,1212,715,497,163,334,566,311,255
48201550601,1814,1626,1047,579,137,442,188,121,67
48201550602,837,695,496,199,25,174,142,69,73
48201550603,1632,1415,838,577,178,399,217,93,124
48201550700,901,716,475,241,52,189,185,56,129
48201550800,1014,902,416,486,121,365,112,38,74
48201550900,2584,2033,1347,686,212,474,551,377,174
48201551000,842,714,443,271,40,231,128,56,72
48201551100,3412,2580,1548,1032,176,856,832,476,356
48201551200,2363,1884,1315,569,104,465,479,158,321
48201551300,1157,1054,812,242,65,177,103,70,33
48201551400,1991,1427,1009,418,145,273,564,322,242
48201551500,2990,2116,1346,770,92,678,874,513,361
48201551600,2685,1934,1443,491,180,311,751,294,457
48201551701,3292,2188,1607,581,104,477,1104,560,544
48201551702,1297,1111,978,133,55,78,186,16,170
48201551703,2808,1889,1647,242,64,178,919,447,472
48201551800,1799,1341,1194,147,59,88,458,179,279
48201551900,2948,1369,748,621,101,520,1579,815,764
48201552001,3679,2332,1706,626,184,442,1347,435,912
48201552002,635,480,292,188,84,104,155,98,57
48201552101,1515,995,606,389,180,209,520,302,218
48201552102,2119,1687,1337,350,74,276,432,261,171
48201552103,1019,816,614,202,96,106,203,161,42
48201552200,2311,1420,946,474,12,462,891,461,430
48201552301,1552,1102,904,198,36,162,450,178,272
48201552302,2028,1385,1127,258,31,227,643,278,365
48201552400,2780,1817,1227,590,60,530,963,533,430
48201552500,3565,2798,1739,1059,399,660,767,382,385
48201552601,1935,1360,683,677,20,657,575,210,365
48201552602,2845,1579,1355,224,23,201,1266,633,633
48201552700,3758,1825,1334,491,101,390,1933,1038,895
48201552800,4140,2479,2070,409,14,395,1661,493,1168
48201552900,3489,2163,1478,685,126,559,1326,676,650
48201553001,2016,1579,1204,375,122,253,437,128,309
48201553002,1625,1319,989,330,206,124,306,184,122
48201553100,2285,1400,923,477,148,329,885,523,362
48201553200,2614,1586,771,815,154,661,1028,444,584
48201553300,2501,1247,443,804,104,700,1254,511,743
48201553401,1484,1133,1046,87,54,33,351,216,135
48201553402,2699,2243,1923,320,132,188,456,300,156
48201553403,2168,1838,1470,368,88,280,330,177,153
48201553500,2328,1756,1413,343,47,296,572,321,251
48201553600,2521,1858,1544,314,77,237,663,448,215
48201553700,1486,1212,891,321,85,236,274,131,143
48201553801,852,726,689,37,12,25,126,89,37
48201553802,3038,2191,1652,539,227,312,847,348,499
48201553900,2639,2238,1783,455,267,188,401,176,225
48201554001,1443,996,784,212,82,130,447,277,170
48201554002,1525,1372,1240,132,79,53,153,25,128
48201554101,421,383,334,49,38,11,38,14,24
48201554102,3290,2667,2196,471,128,343,623,331,292
48201554200,2990,1836,1332,504,156,348,1154,697,457
48201554301,2625,2178,1805,373,170,203,447,279,168
48201554302,1597,1206,942,264,81,183,391,151,240
48201554401,4772,4156,3745,411,96,315,616,178,438
48201554402,4290,3647,3248,399,116,283,643,217,426
48201554403,3088,2556,2140,416,35,381,532,386,146
48201554501,1982,1809,1500,309,79,230,173,47,126
48201554502,2088,1880,1615,265,58,207,208,145,63
48201554600,1623,1280,1179,101,44,57,343,183,160
48201554700,2900,2058,1780,278,72,206,842,482,360
48201554801,4765,3761,2953,808,296,512,1004,689,315
48201554802,5311,4353,3878,475,233,242,958,517,441
48201554901,2444,2167,1801,366,109,257,277,144,133
48201554902,2448,1995,1779,216,38,178,453,316,137
48201554903,3714,3269,2862,407,150,257,445,121,324
48201555000,2402,1856,1357,499,105,394,546,379,167
48201555100,3075,2266,1643,623,133,490,809,453,356
48201555200,2429,1688,1267,421,65,356,741,411,330
48201555301,300,236,236,0,0,0,64,45,19
48201555302,4882,4240,3877,363,25,338,642,386,256
48201555303,1906,1556,1167,389,84,305,350,128,222
48201555401,962,764,580,184,11,173,198,97,101
48201555402,2913,1647,1183,464,91,373,1266,479,787
48201555501,1425,1102,817,285,139,146,323,275,48
48201555502,6565,5280,4660,620,265,355,1285,698,587
48201555600,1684,1458,1308,150,0,150,226,124,102
48201555701,2365,2198,1781,417,255,162,167,58,109
48201555702,3363,2951,2794,157,20,137,412,209,203
48201556000,2237,1863,1388,475,151,324,374,224,150
48201980000,8,0,0,0,0,0,8,8,0
48201980100,274,250,50,200,26,174,24,16,8
