FID,OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,KCTA_NAME_,KCTA_ID,Region,Shape_Leng,Shape_Area
975,976,1,315,26,48201340600,Census Tract 3406,1625393.000000000000000,0.000000000000000,+29.5758631,-95.1312524,Clear Lake,K113, ,16782.463959799999000,17491014.305599999000000
976,977,1,316,26,48201340700,Census Tract 3407,3197958.000000000000000,0.000000000000000,+29.5627712,-95.1346066,Clear Lake,K113, ,27123.209713000000000,34413496.288800001000000
977,978,1,316,137,48201340700,Census Tract 3407,3197958.000000000000000,0.000000000000000,+29.5627712,-95.1346066,Webster,K115, ,27123.209713000000000,34413496.288800001000000
978,979,1,317,26,48201340800,Census Tract 3408,2885548.000000000000000,0.000000000000000,+29.5814930,-95.1438190,Clear Lake,K113, ,23831.129973100000000,31051667.735399999000000
979,980,1,317,115,48201340800,Census Tract 3408,2885548.000000000000000,0.000000000000000,+29.5814930,-95.1438190,South Belt / Ellington,K117, ,23831.129973100000000,31051667.735399999000000
980,981,1,318,26,48201340900,Census Tract 3409,3972127.000000000000000,10080.000000000000000,+29.5712320,-95.1597488,Clear Lake,K113, ,26738.749438600000000,42852964.165200002000000
981,982,1,318,50,48201340900,Census Tract 3409,3972127.000000000000000,10080.000000000000000,+29.5712320,-95.1597488,Friendswood: Harris,K116, ,26738.749438600000000,42852964.165200002000000
982,983,1,318,115,48201340900,Census Tract 3409,3972127.000000000000000,10080.000000000000000,+29.5712320,-95.1597488,South Belt / Ellington,K117, ,26738.749438600000000,42852964.165200002000000
983,984,1,319,26,48201341000,Census Tract 3410,3025238.000000000000000,0.000000000000000,+29.5510250,-95.1412246,Clear Lake,K113, ,22764.917334000002000,32554837.041099999000000
984,985,1,319,50,48201341000,Census Tract 3410,3025238.000000000000000,0.000000000000000,+29.5510250,-95.1412246,Friendswood: Harris,K116, ,22764.917334000002000,32554837.041099999000000
985,986,1,319,137,48201341000,Census Tract 3410,3025238.000000000000000,0.000000000000000,+29.5510250,-95.1412246,Webster,K115, ,22764.917334000002000,32554837.041099999000000
986,987,1,320,26,48201341100,Census Tract 3411,4633902.000000000000000,14535.000000000000000,+29.5399644,-95.1254181,Clear Lake,K113, ,29809.419062000001000,50022165.068499997000000
987,988,1,320,50,48201341100,Census Tract 3411,4633902.000000000000000,14535.000000000000000,+29.5399644,-95.1254181,Friendswood: Harris,K116, ,29809.419062000001000,50022165.068499997000000
988,989,1,320,98,48201341100,Census Tract 3411,4633902.000000000000000,14535.000000000000000,+29.5399644,-95.1254181,Nassau Bay,K114, ,29809.419062000001000,50022165.068499997000000
989,990,1,320,137,48201341100,Census Tract 3411,4633902.000000000000000,14535.000000000000000,+29.5399644,-95.1254181,Webster,K115, ,29809.419062000001000,50022165.068499997000000
990,991,1,321,50,48201341201,Census Tract 3412.01,7987895.000000000000000,439387.000000000000000,+29.5257842,-95.1129302,Friendswood: Harris,K116, ,42328.257053300003000,90686433.683899999000000
991,992,1,321,98,48201341201,Census Tract 3412.01,7987895.000000000000000,439387.000000000000000,+29.5257842,-95.1129302,Nassau Bay,K114, ,42328.257053300003000,90686433.683899999000000
992,993,1,321,137,48201341201,Census Tract 3412.01,7987895.000000000000000,439387.000000000000000,+29.5257842,-95.1129302,Webster,K115, ,42328.257053300003000,90686433.683899999000000
993,994,1,322,26,48201341202,Census Tract 3412.02,3435626.000000000000000,1668411.000000000000000,+29.5447674,-95.0874816,Clear Lake,K113, ,37747.476376999999000,54924875.142200001000000
994,995,1,322,98,48201341202,Census Tract 3412.02,3435626.000000000000000,1668411.000000000000000,+29.5447674,-95.0874816,Nassau Bay,K114, ,37747.476376999999000,54924875.142200001000000
995,996,1,322,129,48201341202,Census Tract 3412.02,3435626.000000000000000,1668411.000000000000000,+29.5447674,-95.0874816,Town Lake Village,K112, ,37747.476376999999000,54924875.142200001000000
996,997,1,322,137,48201341202,Census Tract 3412.02,3435626.000000000000000,1668411.000000000000000,+29.5447674,-95.0874816,Webster,K115, ,37747.476376999999000,54924875.142200001000000
997,998,1,323,26,48201341301,Census Tract 3413.01,11583571.000000000000000,481451.000000000000000,+29.5706402,-95.0924781,Clear Lake,K113, ,52478.123269399999000,129832950.451000010000000
998,999,1,323,98,48201341301,Census Tract 3413.01,11583571.000000000000000,481451.000000000000000,+29.5706402,-95.0924781,Nassau Bay,K114, ,52478.123269399999000,129832950.451000010000000
999,1000,1,323,129,48201341301,Census Tract 3413.01,11583571.000000000000000,481451.000000000000000,+29.5706402,-95.0924781,Town Lake Village,K112, ,52478.123269399999000,129832950.451000010000000
1000,1001,1,323,137,48201341301,Census Tract 3413.01,11583571.000000000000000,481451.000000000000000,+29.5706402,-95.0924781,Webster,K115, ,52478.123269399999000,129832950.451000010000000
1001,1002,1,324,26,48201341302,Census Tract 3413.02,1972702.000000000000000,65746.000000000000000,+29.5532602,-95.1036531,Clear Lake,K113, ,21283.312807200000000,21935930.584300000000000
1002,1003,1,324,98,48201341302,Census Tract 3413.02,1972702.000000000000000,65746.000000000000000,+29.5532602,-95.1036531,Nassau Bay,K114, ,21283.312807200000000,21935930.584300000000000
1003,1004,1,324,137,48201341302,Census Tract 3413.02,1972702.000000000000000,65746.000000000000000,+29.5532602,-95.1036531,Webster,K115, ,21283.312807200000000,21935930.584300000000000
1004,1005,1,325,26,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,Clear Lake,K113, ,77499.374119999993000,167800327.689000010000000
1005,1006,1,325,43,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,El Lago,K111, ,77499.374119999993000,167800327.689000010000000
1006,1007,1,325,80,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,La Porte / Shoreacres,K109, ,77499.374119999993000,167800327.689000010000000
1007,1008,1,325,98,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,Nassau Bay,K114, ,77499.374119999993000,167800327.689000010000000
1008,1009,1,325,109,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,Seabrook,K110, ,77499.374119999993000,167800327.689000010000000
1009,1010,1,325,129,48201341400,Census Tract 3414,13422583.000000000000000,2170601.000000000000000,+29.5917356,-95.0695100,Town Lake Village,K112, ,77499.374119999993000,167800327.689000010000000
1010,1011,1,326,43,48201341501,Census Tract 3415.01,3773092.000000000000000,517252.000000000000000,+29.5779730,-95.0380818,El Lago,K111, ,34844.215897399998000,46168916.825800002000000
1011,1012,1,326,109,48201341501,Census Tract 3415.01,3773092.000000000000000,517252.000000000000000,+29.5779730,-95.0380818,Seabrook,K110, ,34844.215897399998000,46168916.825800002000000
1012,1013,1,326,129,48201341501,Census Tract 3415.01,3773092.000000000000000,517252.000000000000000,+29.5779730,-95.0380818,Town Lake Village,K112, ,34844.215897399998000,46168916.825800002000000
1013,1014,1,327,43,48201341502,Census Tract 3415.02,2971806.000000000000000,1810410.000000000000000,+29.5614395,-95.0375896,El Lago,K111, ,38388.803915500001000,51461867.626100004000000
1014,1015,1,327,109,48201341502,Census Tract 3415.02,2971806.000000000000000,1810410.000000000000000,+29.5614395,-95.0375896,Seabrook,K110, ,38388.803915500001000,51461867.626100004000000
1015,1016,1,327,129,48201341502,Census Tract 3415.02,2971806.000000000000000,1810410.000000000000000,+29.5614395,-95.0375896,Town Lake Village,K112, ,38388.803915500001000,51461867.626100004000000
1016,1017,1,328,43,48201341600,Census Tract 3416,19015782.000000000000000,1951675.000000000000000,+29.5915772,-95.0124729,El Lago,K111, ,83841.813145599997000,225633828.817000000000000
1017,1018,1,328,80,48201341600,Census Tract 3416,19015782.000000000000000,1951675.000000000000000,+29.5915772,-95.0124729,La Porte / Shoreacres,K109, ,83841.813145599997000,225633828.817000000000000
1018,1019,1,328,109,48201341600,Census Tract 3416,19015782.000000000000000,1951675.000000000000000,+29.5915772,-95.0124729,Seabrook,K110, ,83841.813145599997000,225633828.817000000000000
1019,1020,1,328,129,48201341600,Census Tract 3416,19015782.000000000000000,1951675.000000000000000,+29.5915772,-95.0124729,Town Lake Village,K112, ,83841.813145599997000,225633828.817000000000000
1020,1021,1,329,80,48201341700,Census Tract 3417,2635168.000000000000000,287328.000000000000000,+29.6232275,-95.0105383,La Porte / Shoreacres,K109, ,39958.449558599998000,31449539.165600002000000
1021,1022,1,329,109,48201341700,Census Tract 3417,2635168.000000000000000,287328.000000000000000,+29.6232275,-95.0105383,Seabrook,K110, ,39958.449558599998000,31449539.165600002000000
1022,1023,1,330,80,48201341800,Census Tract 3418,4385023.000000000000000,158730.000000000000000,+29.6339494,-95.0245468,La Porte / Shoreacres,K109, ,37972.688364100002000,48896306.240099996000000
1023,1024,1,330,109,48201341800,Census Tract 3418,4385023.000000000000000,158730.000000000000000,+29.6339494,-95.0245468,Seabrook,K110, ,37972.688364100002000,48896306.240099996000000
1024,1025,1,331,26,48201342001,Census Tract 3420.01,5159763.000000000000000,772.000000000000000,+29.6406328,-95.1261843,Clear Lake,K113, ,32230.066625899999000,55533685.439800002000000
1025,1026,1,331,80,48201342001,Census Tract 3420.01,5159763.000000000000000,772.000000000000000,+29.6406328,-95.1261843,La Porte / Shoreacres,K109, ,32230.066625899999000,55533685.439800002000000
1026,1027,1,331,106,48201342001,Census Tract 3420.01,5159763.000000000000000,772.000000000000000,+29.6406328,-95.1261843,Pasadena,K059,BW 8,32230.066625899999000,55533685.439800002000000
1027,1028,1,332,26,48201342002,Census Tract 3420.02,3660353.000000000000000,52548.000000000000000,+29.6431002,-95.1518843,Clear Lake,K113, ,28292.164631399999000,39955411.623300001000000
1028,1029,1,332,106,48201342002,Census Tract 3420.02,3660353.000000000000000,52548.000000000000000,+29.6431002,-95.1518843,Pasadena,K059,BW 8,28292.164631399999000,39955411.623300001000000
1029,1030,1,333,33,48201342100,Census Tract 3421,4447782.000000000000000,10183.000000000000000,+29.6561715,-95.1390860,Deer Park,K108, ,29768.540118500001000,47973376.397500001000000
1030,1031,1,333,80,48201342100,Census Tract 3421,4447782.000000000000000,10183.000000000000000,+29.6561715,-95.1390860,La Porte / Shoreacres,K109, ,29768.540118500001000,47973376.397500001000000
1031,1032,1,333,106,48201342100,Census Tract 3421,4447782.000000000000000,10183.000000000000000,+29.6561715,-95.1390860,Pasadena,K059,BW 8,29768.540118500001000,47973376.397500001000000
1032,1033,1,334,33,48201342200,Census Tract 3422,2876917.000000000000000,2145.000000000000000,+29.6735514,-95.1465361,Deer Park,K108, ,23878.018010399999000,30982373.025800001000000
1033,1034,1,334,80,48201342200,Census Tract 3422,2876917.000000000000000,2145.000000000000000,+29.6735514,-95.1465361,La Porte / Shoreacres,K109, ,23878.018010399999000,30982373.025800001000000
1034,1035,1,334,106,48201342200,Census Tract 3422,2876917.000000000000000,2145.000000000000000,+29.6735514,-95.1465361,Pasadena,K059,BW 8,23878.018010399999000,30982373.025800001000000
1035,1036,1,335,33,48201342300,Census Tract 3423,2795477.000000000000000,0.000000000000000,+29.6737001,-95.1312154,Deer Park,K108, ,24068.793635300000000,30082966.807500001000000
1036,1037,1,335,80,48201342300,Census Tract 3423,2795477.000000000000000,0.000000000000000,+29.6737001,-95.1312154,La Porte / Shoreacres,K109, ,24068.793635300000000,30082966.807500001000000
1037,1038,1,335,106,48201342300,Census Tract 3423,2795477.000000000000000,0.000000000000000,+29.6737001,-95.1312154,Pasadena,K059,BW 8,24068.793635300000000,30082966.807500001000000
1038,1039,1,336,33,48201342400,Census Tract 3424,3333735.000000000000000,97999.000000000000000,+29.6958294,-95.1477075,Deer Park,K108, ,31323.420911800000000,36930038.453699999000000
1039,1040,1,336,80,48201342400,Census Tract 3424,3333735.000000000000000,97999.000000000000000,+29.6958294,-95.1477075,La Porte / Shoreacres,K109, ,31323.420911800000000,36930038.453699999000000
1040,1041,1,336,106,48201342400,Census Tract 3424,3333735.000000000000000,97999.000000000000000,+29.6958294,-95.1477075,Pasadena,K059,BW 8,31323.420911800000000,36930038.453699999000000
1041,1042,1,337,33,48201342500,Census Tract 3425,6405604.000000000000000,67120.000000000000000,+29.6977920,-95.1293490,Deer Park,K108, ,36498.011874800002000,69655261.566599995000000
1042,1043,1,337,80,48201342500,Census Tract 3425,6405604.000000000000000,67120.000000000000000,+29.6977920,-95.1293490,La Porte / Shoreacres,K109, ,36498.011874800002000,69655261.566599995000000
1043,1044,1,337,106,48201342500,Census Tract 3425,6405604.000000000000000,67120.000000000000000,+29.6977920,-95.1293490,Pasadena,K059,BW 8,36498.011874800002000,69655261.566599995000000
1044,1045,1,338,33,48201342700,Census Tract 3427,3456949.000000000000000,5066.000000000000000,+29.6960655,-95.1188728,Deer Park,K108, ,29618.738929499999000,37255902.047300003000000
1045,1046,1,338,80,48201342700,Census Tract 3427,3456949.000000000000000,5066.000000000000000,+29.6960655,-95.1188728,La Porte / Shoreacres,K109, ,29618.738929499999000,37255902.047300003000000
1046,1047,1,339,33,48201342800,Census Tract 3428,7445150.000000000000000,25557.000000000000000,+29.6928595,-95.1010863,Deer Park,K108, ,37064.733564900002000,80394790.189300001000000
1047,1048,1,339,80,48201342800,Census Tract 3428,7445150.000000000000000,25557.000000000000000,+29.6928595,-95.1010863,La Porte / Shoreacres,K109, ,37064.733564900002000,80394790.189300001000000
1048,1049,1,340,33,48201342900,Census Tract 3429,5944318.000000000000000,1097.000000000000000,+29.6707490,-95.1015858,Deer Park,K108, ,33980.696578700001000,63980381.252499998000000
1049,1050,1,340,80,48201342900,Census Tract 3429,5944318.000000000000000,1097.000000000000000,+29.6707490,-95.1015858,La Porte / Shoreacres,K109, ,33980.696578700001000,63980381.252499998000000
1050,1051,1,341,33,48201343000,Census Tract 3430,5738251.000000000000000,7713.000000000000000,+29.6581300,-95.1073540,Deer Park,K108, ,36454.864989700000000,61833831.454899997000000
1051,1052,1,341,80,48201343000,Census Tract 3430,5738251.000000000000000,7713.000000000000000,+29.6581300,-95.1073540,La Porte / Shoreacres,K109, ,36454.864989700000000,61833831.454899997000000
1052,1053,1,341,106,48201343000,Census Tract 3430,5738251.000000000000000,7713.000000000000000,+29.6581300,-95.1073540,Pasadena,K059,BW 8,36454.864989700000000,61833831.454899997000000
1053,1054,1,342,33,48201343100,Census Tract 3431,2014943.000000000000000,970.000000000000000,+29.6588158,-95.0784324,Deer Park,K108, ,18835.696913600001000,21693781.309099998000000
1054,1055,1,342,80,48201343100,Census Tract 3431,2014943.000000000000000,970.000000000000000,+29.6588158,-95.0784324,La Porte / Shoreacres,K109, ,18835.696913600001000,21693781.309099998000000
1055,1056,1,343,80,48201343200,Census Tract 3432,4563442.000000000000000,1537.000000000000000,+29.6583309,-95.0491086,La Porte / Shoreacres,K109, ,30453.571446900001000,49124981.714299999000000
1056,1057,1,344,33,48201343301,Census Tract 3433.01,11517480.000000000000000,34585.000000000000000,+29.6841022,-95.0651043,Deer Park,K108, ,55630.887843500001000,124315484.839000000000000
1057,1058,1,344,80,48201343301,Census Tract 3433.01,11517480.000000000000000,34585.000000000000000,+29.6841022,-95.0651043,La Porte / Shoreacres,K109, ,55630.887843500001000,124315484.839000000000000
1058,1059,1,345,33,48201343302,Census Tract 3433.02,4514286.000000000000000,2617.000000000000000,+29.6705861,-95.0618739,Deer Park,K108, ,33456.758078799998000,48607714.659299999000000
1059,1060,1,345,80,48201343302,Census Tract 3433.02,4514286.000000000000000,2617.000000000000000,+29.6705861,-95.0618739,La Porte / Shoreacres,K109, ,33456.758078799998000,48607714.659299999000000
1060,1061,1,346,15,48201343600,Census Tract 3436,54085081.000000000000000,17000758.000000000000000,+29.7209837,-95.0612085,Baytown,K140, ,162956.699835000010000,764982541.776000020000000
1061,1062,1,346,24,48201343600,Census Tract 3436,54085081.000000000000000,17000758.000000000000000,+29.7209837,-95.0612085,Channelview,K107, ,162956.699835000010000,764982541.776000020000000
1062,1063,1,346,33,48201343600,Census Tract 3436,54085081.000000000000000,17000758.000000000000000,+29.7209837,-95.0612085,Deer Park,K108, ,162956.699835000010000,764982541.776000020000000
1063,1064,1,346,80,48201343600,Census Tract 3436,54085081.000000000000000,17000758.000000000000000,+29.7209837,-95.0612085,La Porte / Shoreacres,K109, ,162956.699835000010000,764982541.776000020000000
1064,1065,1,346,106,48201343600,Census Tract 3436,54085081.000000000000000,17000758.000000000000000,+29.7209837,-95.0612085,Pasadena,K059,BW 8,162956.699835000010000,764982541.776000020000000
1065,1066,1,347,26,48201343700,Census Tract 3437,40342501.000000000000000,1017753.000000000000000,+29.6374126,-95.0618101,Clear Lake,K113, ,120269.656395000000000,445087000.482999980000000
1066,1067,1,347,80,48201343700,Census Tract 3437,40342501.000000000000000,1017753.000000000000000,+29.6374126,-95.0618101,La Porte / Shoreacres,K109, ,120269.656395000000000,445087000.482999980000000
1067,1068,1,347,106,48201343700,Census Tract 3437,40342501.000000000000000,1017753.000000000000000,+29.6374126,-95.0618101,Pasadena,K059,BW 8,120269.656395000000000,445087000.482999980000000
1068,1069,1,347,109,48201343700,Census Tract 3437,40342501.000000000000000,1017753.000000000000000,+29.6374126,-95.0618101,Seabrook,K110, ,120269.656395000000000,445087000.482999980000000
1069,1070,1,347,129,48201343700,Census Tract 3437,40342501.000000000000000,1017753.000000000000000,+29.6374126,-95.0618101,Town Lake Village,K112, ,120269.656395000000000,445087000.482999980000000
1070,1071,1,348,50,48201350100,Census Tract 3501,19988032.000000000000000,129927.000000000000000,+29.5758958,-95.2356568,Friendswood: Harris,K116, ,113593.002569000000000,216491704.525000010000000
1071,1072,1,348,61,48201350100,Census Tract 3501,19988032.000000000000000,129927.000000000000000,+29.5758958,-95.2356568,Hobby,K065,BW 8,113593.002569000000000,216491704.525000010000000
1072,1073,1,348,115,48201350100,Census Tract 3501,19988032.000000000000000,129927.000000000000000,+29.5758958,-95.2356568,South Belt / Ellington,K117, ,113593.002569000000000,216491704.525000010000000
1073,1074,1,349,115,48201350200,Census Tract 3502,3542997.000000000000000,0.000000000000000,+29.5950910,-95.2324542,South Belt / Ellington,K117, ,27148.470303999999000,38126797.780400001000000
1074,1075,1,350,115,48201350300,Census Tract 3503,2281491.000000000000000,0.000000000000000,+29.5828802,-95.2248555,South Belt / Ellington,K117, ,20054.201122300001000,24551417.421200000000000
1075,1076,1,351,115,48201350400,Census Tract 3504,2658321.000000000000000,7778.000000000000000,+29.5956619,-95.2091822,South Belt / Ellington,K117, ,22356.767496500001000,28690227.703200001000000
1076,1077,1,352,50,48201350500,Census Tract 3505,5830027.000000000000000,27925.000000000000000,+29.5816669,-95.1957301,Friendswood: Harris,K116, ,36231.983170000000000,63038103.073200002000000
1077,1078,1,352,115,48201350500,Census Tract 3505,5830027.000000000000000,27925.000000000000000,+29.5816669,-95.1957301,South Belt / Ellington,K117, ,36231.983170000000000,63038103.073200002000000
1078,1079,1,353,26,48201350601,Census Tract 3506.01,13312946.000000000000000,39306.000000000000000,+29.5545735,-95.1718691,Clear Lake,K113, ,69301.360220699993000,143684686.998000000000000
1079,1080,1,353,50,48201350601,Census Tract 3506.01,13312946.000000000000000,39306.000000000000000,+29.5545735,-95.1718691,Friendswood: Harris,K116, ,69301.360220699993000,143684686.998000000000000
1080,1081,1,353,115,48201350601,Census Tract 3506.01,13312946.000000000000000,39306.000000000000000,+29.5545735,-95.1718691,South Belt / Ellington,K117, ,69301.360220699993000,143684686.998000000000000
1081,1082,1,353,137,48201350601,Census Tract 3506.01,13312946.000000000000000,39306.000000000000000,+29.5545735,-95.1718691,Webster,K115, ,69301.360220699993000,143684686.998000000000000
1082,1083,1,354,50,48201350602,Census Tract 3506.02,3202856.000000000000000,0.000000000000000,+29.5377084,-95.1773666,Friendswood: Harris,K116, ,28801.491991399998000,34466175.568200000000000
1083,1084,1,355,50,48201350700,Census Tract 3507,1433039.000000000000000,38163.000000000000000,+29.5268090,-95.1859998,Friendswood: Harris,K116, ,30001.971373000000000,15831682.499900000000000
1084,1085,1,356,50,48201350801,Census Tract 3508.01,1869683.000000000000000,23188.000000000000000,+29.5249126,-95.1752215,Friendswood: Harris,K116, ,24218.218386100001000,20369308.255700000000000
1085,1086,1,357,26,48201350802,Census Tract 3508.02,14726342.000000000000000,270979.000000000000000,+29.5142634,-95.1490270,Clear Lake,K113, ,64835.426159800001000,161386642.289000000000000
1086,1087,1,357,50,48201350802,Census Tract 3508.02,14726342.000000000000000,270979.000000000000000,+29.5142634,-95.1490270,Friendswood: Harris,K116, ,64835.426159800001000,161386642.289000000000000
1087,1088,1,357,137,48201350802,Census Tract 3508.02,14726342.000000000000000,270979.000000000000000,+29.5142634,-95.1490270,Webster,K115, ,64835.426159800001000,161386642.289000000000000
1088,1089,1,358,35,48201410100,Census Tract 4101,1204665.000000000000000,16740.000000000000000,+29.7574726,-95.3800221,Downtown,K001,Inner Loop,15820.620628400000000,13144293.238900000000000
1089,1090,1,358,49,48201410100,Census Tract 4101,1204665.000000000000000,16740.000000000000000,+29.7574726,-95.3800221,Fourth Ward,K024,Inner Loop,15820.620628400000000,13144293.238900000000000
1090,1091,1,358,93,48201410100,Census Tract 4101,1204665.000000000000000,16740.000000000000000,+29.7574726,-95.3800221,Midtown,K023,Inner Loop,15820.620628400000000,13144293.238900000000000
1091,1092,1,358,96,48201410100,Census Tract 4101,1204665.000000000000000,16740.000000000000000,+29.7574726,-95.3800221,Montrose,K025,Inner Loop,15820.620628400000000,13144293.238900000000000
1092,1093,1,358,136,48201410100,Census Tract 4101,1204665.000000000000000,16740.000000000000000,+29.7574726,-95.3800221,Washington East,K029,Inner Loop,15820.620628400000000,13144293.238900000000000
1093,1094,1,359,49,48201410200,Census Tract 4102,1282636.000000000000000,14083.000000000000000,+29.7565001,-95.3917909,Fourth Ward,K024,Inner Loop,14823.841838300001000,13954697.874600001000000
1094,1095,1,359,96,48201410200,Census Tract 4102,1282636.000000000000000,14083.000000000000000,+29.7565001,-95.3917909,Montrose,K025,Inner Loop,14823.841838300001000,13954697.874600001000000
1095,1096,1,359,135,48201410200,Census Tract 4102,1282636.000000000000000,14083.000000000000000,+29.7565001,-95.3917909,Washington / Memorial Park,K028,Inner Loop,14823.841838300001000,13954697.874600001000000
1096,1097,1,359,136,48201410200,Census Tract 4102,1282636.000000000000000,14083.000000000000000,+29.7565001,-95.3917909,Washington East,K029,Inner Loop,14823.841838300001000,13954697.874600001000000
1097,1098,1,360,5,48201410300,Census Tract 4103,1019895.000000000000000,11941.000000000000000,+29.7564318,-95.4041075,Afton Oaks / River Oaks,K027,Inner Loop,14457.404724599999000,11104083.274800001000000
1098,1099,1,360,96,48201410300,Census Tract 4103,1019895.000000000000000,11941.000000000000000,+29.7564318,-95.4041075,Montrose,K025,Inner Loop,14457.404724599999000,11104083.274800001000000
1099,1100,1,360,135,48201410300,Census Tract 4103,1019895.000000000000000,11941.000000000000000,+29.7564318,-95.4041075,Washington / Memorial Park,K028,Inner Loop,14457.404724599999000,11104083.274800001000000
1100,1101,1,360,136,48201410300,Census Tract 4103,1019895.000000000000000,11941.000000000000000,+29.7564318,-95.4041075,Washington East,K029,Inner Loop,14457.404724599999000,11104083.274800001000000
1101,1102,1,361,5,48201410401,Census Tract 4104.01,879042.000000000000000,0.000000000000000,+29.7475136,-95.4063925,Afton Oaks / River Oaks,K027,Inner Loop,12410.430516400000000,9459846.291060000700000
1102,1103,1,361,96,48201410401,Census Tract 4104.01,879042.000000000000000,0.000000000000000,+29.7475136,-95.4063925,Montrose,K025,Inner Loop,12410.430516400000000,9459846.291060000700000
1103,1104,1,361,132,48201410401,Census Tract 4104.01,879042.000000000000000,0.000000000000000,+29.7475136,-95.4063925,Upper Kirby / Greenway,K026,Inner Loop,12410.430516400000000,9459846.291060000700000
1104,1105,1,362,96,48201410402,Census Tract 4104.02,726731.000000000000000,0.000000000000000,+29.7474979,-95.3987171,Montrose,K025,Inner Loop,11656.310745500001000,7820720.885180000200000
1105,1106,1,363,49,48201410500,Census Tract 4105,1100432.000000000000000,0.000000000000000,+29.7491017,-95.3887341,Fourth Ward,K024,Inner Loop,17608.882222400000000,11842326.998900000000000
1106,1107,1,363,93,48201410500,Census Tract 4105,1100432.000000000000000,0.000000000000000,+29.7491017,-95.3887341,Midtown,K023,Inner Loop,17608.882222400000000,11842326.998900000000000
1107,1108,1,363,96,48201410500,Census Tract 4105,1100432.000000000000000,0.000000000000000,+29.7491017,-95.3887341,Montrose,K025,Inner Loop,17608.882222400000000,11842326.998900000000000
1108,1109,1,364,35,48201410600,Census Tract 4106,1011530.000000000000000,0.000000000000000,+29.7463447,-95.3778118,Downtown,K001,Inner Loop,15655.028478300001000,10885466.500800001000000
1109,1110,1,364,49,48201410600,Census Tract 4106,1011530.000000000000000,0.000000000000000,+29.7463447,-95.3778118,Fourth Ward,K024,Inner Loop,15655.028478300001000,10885466.500800001000000
1110,1111,1,364,93,48201410600,Census Tract 4106,1011530.000000000000000,0.000000000000000,+29.7463447,-95.3778118,Midtown,K023,Inner Loop,15655.028478300001000,10885466.500800001000000
1111,1112,1,364,96,48201410600,Census Tract 4106,1011530.000000000000000,0.000000000000000,+29.7463447,-95.3778118,Montrose,K025,Inner Loop,15655.028478300001000,10885466.500800001000000
1112,1113,1,365,93,48201410701,Census Tract 4107.01,1082379.000000000000000,0.000000000000000,+29.7417855,-95.3898541,Midtown,K023,Inner Loop,15445.676428600000000,11647919.330000000000000
1113,1114,1,365,96,48201410701,Census Tract 4107.01,1082379.000000000000000,0.000000000000000,+29.7417855,-95.3898541,Montrose,K025,Inner Loop,15445.676428600000000,11647919.330000000000000
1114,1115,1,366,93,48201410702,Census Tract 4107.02,910627.000000000000000,0.000000000000000,+29.7364114,-95.3897790,Midtown,K023,Inner Loop,17456.094285499999000,9799662.344280000800000
1115,1116,1,366,96,48201410702,Census Tract 4107.02,910627.000000000000000,0.000000000000000,+29.7364114,-95.3897790,Montrose,K025,Inner Loop,17456.094285499999000,9799662.344280000800000
1116,1117,1,366,97,48201410702,Census Tract 4107.02,910627.000000000000000,0.000000000000000,+29.7364114,-95.3897790,Museum Park,K017,Inner Loop,17456.094285499999000,9799662.344280000800000
1117,1118,1,366,131,48201410702,Census Tract 4107.02,910627.000000000000000,0.000000000000000,+29.7364114,-95.3897790,University Place,K022,Inner Loop,17456.094285499999000,9799662.344280000800000
1118,1119,1,367,5,48201410800,Census Tract 4108,1029845.000000000000000,0.000000000000000,+29.7385245,-95.4050078,Afton Oaks / River Oaks,K027,Inner Loop,13270.030383300000000,11082622.728399999000000
1119,1120,1,367,96,48201410800,Census Tract 4108,1029845.000000000000000,0.000000000000000,+29.7385245,-95.4050078,Montrose,K025,Inner Loop,13270.030383300000000,11082622.728399999000000
1120,1121,1,367,132,48201410800,Census Tract 4108,1029845.000000000000000,0.000000000000000,+29.7385245,-95.4050078,Upper Kirby / Greenway,K026,Inner Loop,13270.030383300000000,11082622.728399999000000
1121,1122,1,368,96,48201410900,Census Tract 4109,738131.000000000000000,163.000000000000000,+29.7328602,-95.3980506,Montrose,K025,Inner Loop,17549.499206799999000,7945065.991870000000000
1122,1123,1,368,131,48201410900,Census Tract 4109,738131.000000000000000,163.000000000000000,+29.7328602,-95.3980506,University Place,K022,Inner Loop,17549.499206799999000,7945065.991870000000000
1123,1124,1,368,132,48201410900,Census Tract 4109,738131.000000000000000,163.000000000000000,+29.7328602,-95.3980506,Upper Kirby / Greenway,K026,Inner Loop,17549.499206799999000,7945065.991870000000000
1124,1125,1,368,138,48201410900,Census Tract 4109,738131.000000000000000,163.000000000000000,+29.7328602,-95.3980506,West University / Southside,K021,Inner Loop,17549.499206799999000,7945065.991870000000000
