FID,OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,KCTA_NAME_,KCTA_ID,Region,Shape_Leng,Shape_Area
492,493,1,154,15,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Baytown,K140, ,112128.668173000000000,435057719.056999980000000
493,494,1,154,24,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Channelview,K107, ,112128.668173000000000,435057719.056999980000000
494,495,1,154,28,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Cloverleaf,K053,BW 8,112128.668173000000000,435057719.056999980000000
495,496,1,154,60,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Highlands,K139, ,112128.668173000000000,435057719.056999980000000
496,497,1,154,80,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,La Porte / Shoreacres,K109, ,112128.668173000000000,435057719.056999980000000
497,498,1,154,100,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Northshore,K054,BW 8,112128.668173000000000,435057719.056999980000000
498,499,1,154,106,48201252500,Census Tract 2525,30260358.000000000000000,10166787.000000000000000,+29.7661133,-95.1281275,Pasadena,K059,BW 8,112128.668173000000000,435057719.056999980000000
499,500,1,155,14,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Barrett,K138, ,134963.493397999990000,414577727.304000020000000
500,501,1,155,15,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Baytown,K140, ,134963.493397999990000,414577727.304000020000000
501,502,1,155,24,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Channelview,K107, ,134963.493397999990000,414577727.304000020000000
502,503,1,155,30,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Crosby,K137, ,134963.493397999990000,414577727.304000020000000
503,504,1,155,60,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Highlands,K139, ,134963.493397999990000,414577727.304000020000000
504,505,1,155,113,48201252600,Census Tract 2526,33169973.000000000000000,5353412.000000000000000,+29.8281211,-95.0956728,Sheldon,K050, ,134963.493397999990000,414577727.304000020000000
505,506,1,156,14,48201252700,Census Tract 2527,47009936.000000000000000,380256.000000000000000,+29.9167216,-95.0200269,Barrett,K138, ,121306.560322000000000,510014598.986000000000000
506,507,1,156,24,48201252700,Census Tract 2527,47009936.000000000000000,380256.000000000000000,+29.9167216,-95.0200269,Channelview,K107, ,121306.560322000000000,510014598.986000000000000
507,508,1,156,30,48201252700,Census Tract 2527,47009936.000000000000000,380256.000000000000000,+29.9167216,-95.0200269,Crosby,K137, ,121306.560322000000000,510014598.986000000000000
508,509,1,156,113,48201252700,Census Tract 2527,47009936.000000000000000,380256.000000000000000,+29.9167216,-95.0200269,Sheldon,K050, ,121306.560322000000000,510014598.986000000000000
509,510,1,157,14,48201252800,Census Tract 2528,61006234.000000000000000,3282379.000000000000000,+29.8579241,-95.0192477,Barrett,K138, ,134311.903064000010000,691863184.807000040000000
510,511,1,157,15,48201252800,Census Tract 2528,61006234.000000000000000,3282379.000000000000000,+29.8579241,-95.0192477,Baytown,K140, ,134311.903064000010000,691863184.807000040000000
511,512,1,157,24,48201252800,Census Tract 2528,61006234.000000000000000,3282379.000000000000000,+29.8579241,-95.0192477,Channelview,K107, ,134311.903064000010000,691863184.807000040000000
512,513,1,157,30,48201252800,Census Tract 2528,61006234.000000000000000,3282379.000000000000000,+29.8579241,-95.0192477,Crosby,K137, ,134311.903064000010000,691863184.807000040000000
513,514,1,157,60,48201252800,Census Tract 2528,61006234.000000000000000,3282379.000000000000000,+29.8579241,-95.0192477,Highlands,K139, ,134311.903064000010000,691863184.807000040000000
514,515,1,158,14,48201252900,Census Tract 2529,14076722.000000000000000,4344381.000000000000000,+29.8128692,-95.0578260,Barrett,K138, ,71997.755520499995000,198241863.199999990000000
515,516,1,158,15,48201252900,Census Tract 2529,14076722.000000000000000,4344381.000000000000000,+29.8128692,-95.0578260,Baytown,K140, ,71997.755520499995000,198241863.199999990000000
516,517,1,158,24,48201252900,Census Tract 2529,14076722.000000000000000,4344381.000000000000000,+29.8128692,-95.0578260,Channelview,K107, ,71997.755520499995000,198241863.199999990000000
517,518,1,158,60,48201252900,Census Tract 2529,14076722.000000000000000,4344381.000000000000000,+29.8128692,-95.0578260,Highlands,K139, ,71997.755520499995000,198241863.199999990000000
518,519,1,159,14,48201253000,Census Tract 2530,14931909.000000000000000,2313823.000000000000000,+29.8221743,-95.0196332,Barrett,K138, ,62067.600683500001000,185593507.845000000000000
519,520,1,159,15,48201253000,Census Tract 2530,14931909.000000000000000,2313823.000000000000000,+29.8221743,-95.0196332,Baytown,K140, ,62067.600683500001000,185593507.845000000000000
520,521,1,159,60,48201253000,Census Tract 2530,14931909.000000000000000,2313823.000000000000000,+29.8221743,-95.0196332,Highlands,K139, ,62067.600683500001000,185593507.845000000000000
521,522,1,160,14,48201253100,Census Tract 2531,28855943.000000000000000,381796.000000000000000,+29.8288339,-94.9611681,Barrett,K138, ,80223.049835600003000,314648193.190999980000000
522,523,1,160,15,48201253100,Census Tract 2531,28855943.000000000000000,381796.000000000000000,+29.8288339,-94.9611681,Baytown,K140, ,80223.049835600003000,314648193.190999980000000
523,524,1,160,60,48201253100,Census Tract 2531,28855943.000000000000000,381796.000000000000000,+29.8288339,-94.9611681,Highlands,K139, ,80223.049835600003000,314648193.190999980000000
524,525,1,161,15,48201253200,Census Tract 2532,36409098.000000000000000,455867.000000000000000,+29.7919572,-94.9727038,Baytown,K140, ,129420.076253000010000,396726488.990000010000000
525,526,1,161,60,48201253200,Census Tract 2532,36409098.000000000000000,455867.000000000000000,+29.7919572,-94.9727038,Highlands,K139, ,129420.076253000010000,396726488.990000010000000
526,527,1,162,15,48201253300,Census Tract 2533,7738873.000000000000000,13783159.000000000000000,+29.7593964,-95.0566654,Baytown,K140, ,65861.743513900001000,231609928.083000000000000
527,528,1,162,24,48201253300,Census Tract 2533,7738873.000000000000000,13783159.000000000000000,+29.7593964,-95.0566654,Channelview,K107, ,65861.743513900001000,231609928.083000000000000
528,529,1,162,60,48201253300,Census Tract 2533,7738873.000000000000000,13783159.000000000000000,+29.7593964,-95.0566654,Highlands,K139, ,65861.743513900001000,231609928.083000000000000
529,530,1,162,80,48201253300,Census Tract 2533,7738873.000000000000000,13783159.000000000000000,+29.7593964,-95.0566654,La Porte / Shoreacres,K109, ,65861.743513900001000,231609928.083000000000000
530,531,1,163,15,48201253400,Census Tract 2534,12807998.000000000000000,363589.000000000000000,+29.7559128,-95.0170173,Baytown,K140, ,53762.876952400002000,141746075.963999990000000
531,532,1,164,15,48201253500,Census Tract 2535,5853350.000000000000000,27122.000000000000000,+29.7796146,-95.0042399,Baytown,K140, ,45156.996468500001000,63283066.953199998000000
532,533,1,165,15,48201253600,Census Tract 2536,5503041.000000000000000,91516.000000000000000,+29.7641984,-94.9937460,Baytown,K140, ,37158.921101400003000,60206032.401100002000000
533,534,1,166,15,48201253700,Census Tract 2537,4066429.000000000000000,9797.000000000000000,+29.7654725,-94.9739550,Baytown,K140, ,30345.187309500001000,43866404.916299999000000
534,535,1,167,15,48201253800,Census Tract 2538,7547416.000000000000000,6642.000000000000000,+29.7664280,-94.9479552,Baytown,K140, ,44043.613584400002000,81293210.485499993000000
535,536,1,168,15,48201253900,Census Tract 2539,4398836.000000000000000,151625.000000000000000,+29.7529642,-94.9334749,Baytown,K140, ,41637.623688100000000,48969709.207699999000000
536,537,1,169,15,48201254000,Census Tract 2540,2566652.000000000000000,161548.000000000000000,+29.7343474,-94.9429906,Baytown,K140, ,24072.046760900001000,29359385.523699999000000
537,538,1,170,15,48201254100,Census Tract 2541,3198456.000000000000000,27414.000000000000000,+29.7467229,-94.9542185,Baytown,K140, ,28256.681920600000000,34715126.674099997000000
538,539,1,171,15,48201254200,Census Tract 2542,1260220.000000000000000,0.000000000000000,+29.7287156,-94.9645049,Baytown,K140, ,15104.550678500000000,13561750.841600001000000
539,540,1,172,15,48201254300,Census Tract 2543,3017978.000000000000000,79324.000000000000000,+29.7418815,-94.9747730,Baytown,K140, ,23097.934727600001000,33331589.136999998000000
540,541,1,173,15,48201254400,Census Tract 2544,2751954.000000000000000,118099.000000000000000,+29.7264985,-94.9771664,Baytown,K140, ,33672.253093400002000,30885840.018599998000000
541,542,1,174,15,48201254500,Census Tract 2545,4925465.000000000000000,1995183.000000000000000,+29.7308051,-94.9976559,Baytown,K140, ,59687.668825699999000,74476180.089200005000000
542,543,1,174,80,48201254500,Census Tract 2545,4925465.000000000000000,1995183.000000000000000,+29.7308051,-94.9976559,La Porte / Shoreacres,K109, ,59687.668825699999000,74476180.089200005000000
543,544,1,175,15,48201254600,Census Tract 2546,4973808.000000000000000,3029090.000000000000000,+29.7151396,-95.0110863,Baytown,K140, ,50944.790489200001000,86122406.313600004000000
544,545,1,175,80,48201254600,Census Tract 2546,4973808.000000000000000,3029090.000000000000000,+29.7151396,-95.0110863,La Porte / Shoreacres,K109, ,50944.790489200001000,86122406.313600004000000
545,546,1,176,15,48201254700,Census Tract 2547,14220071.000000000000000,15773539.000000000000000,+29.6859304,-94.9543866,Baytown,K140, ,101543.279208000010000,322772006.691999970000000
546,547,1,176,80,48201254700,Census Tract 2547,14220071.000000000000000,15773539.000000000000000,+29.6859304,-94.9543866,La Porte / Shoreacres,K109, ,101543.279208000010000,322772006.691999970000000
547,548,1,177,35,48201310100,Census Tract 3101,3330411.000000000000000,67858.000000000000000,+29.7547757,-95.3429694,Downtown,K001,Inner Loop,31265.309568100001000,36570459.635700002000000
548,549,1,177,36,48201310100,Census Tract 3101,3330411.000000000000000,67858.000000000000000,+29.7547757,-95.3429694,East Downtown,K009,Inner Loop,31265.309568100001000,36570459.635700002000000
549,550,1,177,40,48201310100,Census Tract 3101,3330411.000000000000000,67858.000000000000000,+29.7547757,-95.3429694,Eastwood,K010,Inner Loop,31265.309568100001000,36570459.635700002000000
550,551,1,177,47,48201310100,Census Tract 3101,3330411.000000000000000,67858.000000000000000,+29.7547757,-95.3429694,Fifth Ward,K003,Inner Loop,31265.309568100001000,36570459.635700002000000
551,552,1,177,110,48201310100,Census Tract 3101,3330411.000000000000000,67858.000000000000000,+29.7547757,-95.3429694,Second Ward,K008,Inner Loop,31265.309568100001000,36570459.635700002000000
552,553,1,178,35,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,Downtown,K001,Inner Loop,19604.080615600000000,20111525.366500001000000
553,554,1,178,36,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,East Downtown,K009,Inner Loop,19604.080615600000000,20111525.366500001000000
554,555,1,178,40,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,Eastwood,K010,Inner Loop,19604.080615600000000,20111525.366500001000000
555,556,1,178,93,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,Midtown,K023,Inner Loop,19604.080615600000000,20111525.366500001000000
556,557,1,178,110,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,Second Ward,K008,Inner Loop,19604.080615600000000,20111525.366500001000000
557,558,1,178,125,48201310200,Census Tract 3102,1868844.000000000000000,0.000000000000000,+29.7434758,-95.3511184,Third Ward,K016,Inner Loop,19604.080615600000000,20111525.366500001000000
558,559,1,179,36,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,East Downtown,K009,Inner Loop,20086.987366000001000,24203738.735800002000000
559,560,1,179,40,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,Eastwood,K010,Inner Loop,20086.987366000001000,24203738.735800002000000
560,561,1,179,55,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,Gulfgate Riverview / Pine Valley,K013,Inner Loop,20086.987366000001000,24203738.735800002000000
561,562,1,179,85,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,MacGregor,K015,Inner Loop,20086.987366000001000,24203738.735800002000000
562,563,1,179,110,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,Second Ward,K008,Inner Loop,20086.987366000001000,24203738.735800002000000
563,564,1,179,125,48201310300,Census Tract 3103,2249116.000000000000000,0.000000000000000,+29.7364559,-95.3359747,Third Ward,K016,Inner Loop,20086.987366000001000,24203738.735800002000000
564,565,1,180,40,48201310400,Census Tract 3104,1708487.000000000000000,32110.000000000000000,+29.7514647,-95.3287113,Eastwood,K010,Inner Loop,19177.754072200001000,18731427.917500000000000
565,566,1,180,47,48201310400,Census Tract 3104,1708487.000000000000000,32110.000000000000000,+29.7514647,-95.3287113,Fifth Ward,K003,Inner Loop,19177.754072200001000,18731427.917500000000000
566,567,1,180,108,48201310400,Census Tract 3104,1708487.000000000000000,32110.000000000000000,+29.7514647,-95.3287113,Pleasantville,K006,Inner Loop,19177.754072200001000,18731427.917500000000000
567,568,1,180,110,48201310400,Census Tract 3104,1708487.000000000000000,32110.000000000000000,+29.7514647,-95.3287113,Second Ward,K008,Inner Loop,19177.754072200001000,18731427.917500000000000
568,569,1,181,40,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Eastwood,K010,Inner Loop,24354.527202099998000,33994345.232699998000000
569,570,1,181,47,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Fifth Ward,K003,Inner Loop,24354.527202099998000,33994345.232699998000000
570,571,1,181,83,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Lawndale / Wayside,K011,Inner Loop,24354.527202099998000,33994345.232699998000000
571,572,1,181,86,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Magnolia Park,K007,Inner Loop,24354.527202099998000,33994345.232699998000000
572,573,1,181,108,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Pleasantville,K006,Inner Loop,24354.527202099998000,33994345.232699998000000
573,574,1,181,110,48201310500,Census Tract 3105,3008631.000000000000000,150255.000000000000000,+29.7465598,-95.3167847,Second Ward,K008,Inner Loop,24354.527202099998000,33994345.232699998000000
574,575,1,182,40,48201310600,Census Tract 3106,1775821.000000000000000,0.000000000000000,+29.7325390,-95.3248198,Eastwood,K010,Inner Loop,18645.936011500002000,19110383.270700000000000
575,576,1,182,55,48201310600,Census Tract 3106,1775821.000000000000000,0.000000000000000,+29.7325390,-95.3248198,Gulfgate Riverview / Pine Valley,K013,Inner Loop,18645.936011500002000,19110383.270700000000000
576,577,1,182,83,48201310600,Census Tract 3106,1775821.000000000000000,0.000000000000000,+29.7325390,-95.3248198,Lawndale / Wayside,K011,Inner Loop,18645.936011500002000,19110383.270700000000000
577,578,1,182,86,48201310600,Census Tract 3106,1775821.000000000000000,0.000000000000000,+29.7325390,-95.3248198,Magnolia Park,K007,Inner Loop,18645.936011500002000,19110383.270700000000000
578,579,1,182,110,48201310600,Census Tract 3106,1775821.000000000000000,0.000000000000000,+29.7325390,-95.3248198,Second Ward,K008,Inner Loop,18645.936011500002000,19110383.270700000000000
579,580,1,183,40,48201310700,Census Tract 3107,1946239.000000000000000,28447.000000000000000,+29.7223865,-95.3144687,Eastwood,K010,Inner Loop,20387.336931200000000,21250370.932999998000000
580,581,1,183,55,48201310700,Census Tract 3107,1946239.000000000000000,28447.000000000000000,+29.7223865,-95.3144687,Gulfgate Riverview / Pine Valley,K013,Inner Loop,20387.336931200000000,21250370.932999998000000
581,582,1,183,83,48201310700,Census Tract 3107,1946239.000000000000000,28447.000000000000000,+29.7223865,-95.3144687,Lawndale / Wayside,K011,Inner Loop,20387.336931200000000,21250370.932999998000000
582,583,1,184,40,48201310800,Census Tract 3108,1899584.000000000000000,31783.000000000000000,+29.7299752,-95.3107949,Eastwood,K010,Inner Loop,21885.101473700000000,20784297.282400001000000
583,584,1,184,83,48201310800,Census Tract 3108,1899584.000000000000000,31783.000000000000000,+29.7299752,-95.3107949,Lawndale / Wayside,K011,Inner Loop,21885.101473700000000,20784297.282400001000000
584,585,1,184,86,48201310800,Census Tract 3108,1899584.000000000000000,31783.000000000000000,+29.7299752,-95.3107949,Magnolia Park,K007,Inner Loop,21885.101473700000000,20784297.282400001000000
585,586,1,184,110,48201310800,Census Tract 3108,1899584.000000000000000,31783.000000000000000,+29.7299752,-95.3107949,Second Ward,K008,Inner Loop,21885.101473700000000,20784297.282400001000000
586,587,1,185,40,48201310900,Census Tract 3109,1740207.000000000000000,12151.000000000000000,+29.7357279,-95.3009728,Eastwood,K010,Inner Loop,21117.255265000000000,18857958.860100001000000
587,588,1,185,83,48201310900,Census Tract 3109,1740207.000000000000000,12151.000000000000000,+29.7357279,-95.3009728,Lawndale / Wayside,K011,Inner Loop,21117.255265000000000,18857958.860100001000000
588,589,1,185,86,48201310900,Census Tract 3109,1740207.000000000000000,12151.000000000000000,+29.7357279,-95.3009728,Magnolia Park,K007,Inner Loop,21117.255265000000000,18857958.860100001000000
589,590,1,185,110,48201310900,Census Tract 3109,1740207.000000000000000,12151.000000000000000,+29.7357279,-95.3009728,Second Ward,K008,Inner Loop,21117.255265000000000,18857958.860100001000000
590,591,1,186,86,48201311000,Census Tract 3110,2323969.000000000000000,126218.000000000000000,+29.7451188,-95.2971113,Magnolia Park,K007,Inner Loop,24006.623819400000000,26367624.289200000000000
591,592,1,186,108,48201311000,Census Tract 3110,2323969.000000000000000,126218.000000000000000,+29.7451188,-95.2971113,Pleasantville,K006,Inner Loop,24006.623819400000000,26367624.289200000000000
592,593,1,186,110,48201311000,Census Tract 3110,2323969.000000000000000,126218.000000000000000,+29.7451188,-95.2971113,Second Ward,K008,Inner Loop,24006.623819400000000,26367624.289200000000000
593,594,1,187,57,48201311100,Census Tract 3111,2453773.000000000000000,282438.000000000000000,+29.7332048,-95.2862683,Harrisburg / Manchester,K058,BW 8,26732.974649100001000,29445666.538899999000000
594,595,1,187,83,48201311100,Census Tract 3111,2453773.000000000000000,282438.000000000000000,+29.7332048,-95.2862683,Lawndale / Wayside,K011,Inner Loop,26732.974649100001000,29445666.538899999000000
595,596,1,187,86,48201311100,Census Tract 3111,2453773.000000000000000,282438.000000000000000,+29.7332048,-95.2862683,Magnolia Park,K007,Inner Loop,26732.974649100001000,29445666.538899999000000
596,597,1,187,108,48201311100,Census Tract 3111,2453773.000000000000000,282438.000000000000000,+29.7332048,-95.2862683,Pleasantville,K006,Inner Loop,26732.974649100001000,29445666.538899999000000
597,598,1,188,55,48201311200,Census Tract 3112,2950322.000000000000000,119809.000000000000000,+29.7189931,-95.2991593,Gulfgate Riverview / Pine Valley,K013,Inner Loop,26006.660989700002000,33038889.774900001000000
598,599,1,188,57,48201311200,Census Tract 3112,2950322.000000000000000,119809.000000000000000,+29.7189931,-95.2991593,Harrisburg / Manchester,K058,BW 8,26006.660989700002000,33038889.774900001000000
599,600,1,188,83,48201311200,Census Tract 3112,2950322.000000000000000,119809.000000000000000,+29.7189931,-95.2991593,Lawndale / Wayside,K011,Inner Loop,26006.660989700002000,33038889.774900001000000
600,601,1,188,86,48201311200,Census Tract 3112,2950322.000000000000000,119809.000000000000000,+29.7189931,-95.2991593,Magnolia Park,K007,Inner Loop,26006.660989700002000,33038889.774900001000000
601,602,1,188,107,48201311200,Census Tract 3112,2950322.000000000000000,119809.000000000000000,+29.7189931,-95.2991593,Pecan Park,K012,Inner Loop,26006.660989700002000,33038889.774900001000000
602,603,1,189,55,48201311300,Census Tract 3113,1464637.000000000000000,0.000000000000000,+29.7097213,-95.2945292,Gulfgate Riverview / Pine Valley,K013,Inner Loop,19293.400149400000000,15761483.782400001000000
603,604,1,189,57,48201311300,Census Tract 3113,1464637.000000000000000,0.000000000000000,+29.7097213,-95.2945292,Harrisburg / Manchester,K058,BW 8,19293.400149400000000,15761483.782400001000000
604,605,1,189,83,48201311300,Census Tract 3113,1464637.000000000000000,0.000000000000000,+29.7097213,-95.2945292,Lawndale / Wayside,K011,Inner Loop,19293.400149400000000,15761483.782400001000000
605,606,1,189,107,48201311300,Census Tract 3113,1464637.000000000000000,0.000000000000000,+29.7097213,-95.2945292,Pecan Park,K012,Inner Loop,19293.400149400000000,15761483.782400001000000
606,607,1,190,57,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Harrisburg / Manchester,K058,BW 8,22898.940050199999000,28234177.608700000000000
607,608,1,190,83,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Lawndale / Wayside,K011,Inner Loop,22898.940050199999000,28234177.608700000000000
608,609,1,190,86,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Magnolia Park,K007,Inner Loop,22898.940050199999000,28234177.608700000000000
609,610,1,190,105,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Park Place,K063,BW 8,22898.940050199999000,28234177.608700000000000
610,611,1,190,107,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Pecan Park,K012,Inner Loop,22898.940050199999000,28234177.608700000000000
611,612,1,190,108,48201311400,Census Tract 3114,2340943.000000000000000,282716.000000000000000,+29.7190269,-95.2752207,Pleasantville,K006,Inner Loop,22898.940050199999000,28234177.608700000000000
612,613,1,191,55,48201311500,Census Tract 3115,2325764.000000000000000,0.000000000000000,+29.7083736,-95.2819708,Gulfgate Riverview / Pine Valley,K013,Inner Loop,26897.832038000000000,25028369.731300000000000
613,614,1,191,57,48201311500,Census Tract 3115,2325764.000000000000000,0.000000000000000,+29.7083736,-95.2819708,Harrisburg / Manchester,K058,BW 8,26897.832038000000000,25028369.731300000000000
614,615,1,191,105,48201311500,Census Tract 3115,2325764.000000000000000,0.000000000000000,+29.7083736,-95.2819708,Park Place,K063,BW 8,26897.832038000000000,25028369.731300000000000
615,616,1,191,107,48201311500,Census Tract 3115,2325764.000000000000000,0.000000000000000,+29.7083736,-95.2819708,Pecan Park,K012,Inner Loop,26897.832038000000000,25028369.731300000000000
616,617,1,192,53,48201311600,Census Tract 3116,491193.000000000000000,0.000000000000000,+29.7011087,-95.2861718,Golfcrest / Bellfort / Reveille,K064,BW 8,9554.244013269999400,5285881.594050000400000
617,618,1,192,55,48201311600,Census Tract 3116,491193.000000000000000,0.000000000000000,+29.7011087,-95.2861718,Gulfgate Riverview / Pine Valley,K013,Inner Loop,9554.244013269999400,5285881.594050000400000
618,619,1,192,105,48201311600,Census Tract 3116,491193.000000000000000,0.000000000000000,+29.7011087,-95.2861718,Park Place,K063,BW 8,9554.244013269999400,5285881.594050000400000
619,620,1,192,107,48201311600,Census Tract 3116,491193.000000000000000,0.000000000000000,+29.7011087,-95.2861718,Pecan Park,K012,Inner Loop,9554.244013269999400,5285881.594050000400000
620,621,1,193,53,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,Golfcrest / Bellfort / Reveille,K064,BW 8,28670.957762499998000,29569373.763700001000000
621,622,1,193,55,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,Gulfgate Riverview / Pine Valley,K013,Inner Loop,28670.957762499998000,29569373.763700001000000
622,623,1,193,83,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,Lawndale / Wayside,K011,Inner Loop,28670.957762499998000,29569373.763700001000000
623,624,1,193,104,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,OST / South Union,K014,Inner Loop,28670.957762499998000,29569373.763700001000000
624,625,1,193,105,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,Park Place,K063,BW 8,28670.957762499998000,29569373.763700001000000
625,626,1,193,107,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,Pecan Park,K012,Inner Loop,28670.957762499998000,29569373.763700001000000
626,627,1,193,117,48201311700,Census Tract 3117,2747739.000000000000000,0.000000000000000,+29.6999458,-95.3073229,South Park,K068,BW 8,28670.957762499998000,29569373.763700001000000
627,628,1,194,55,48201311800,Census Tract 3118,2449622.000000000000000,42209.000000000000000,+29.6991820,-95.3244075,Gulfgate Riverview / Pine Valley,K013,Inner Loop,26644.626016300001000,26815576.624899998000000
628,629,1,194,83,48201311800,Census Tract 3118,2449622.000000000000000,42209.000000000000000,+29.6991820,-95.3244075,Lawndale / Wayside,K011,Inner Loop,26644.626016300001000,26815576.624899998000000
629,630,1,194,85,48201311800,Census Tract 3118,2449622.000000000000000,42209.000000000000000,+29.6991820,-95.3244075,MacGregor,K015,Inner Loop,26644.626016300001000,26815576.624899998000000
630,631,1,194,104,48201311800,Census Tract 3118,2449622.000000000000000,42209.000000000000000,+29.6991820,-95.3244075,OST / South Union,K014,Inner Loop,26644.626016300001000,26815576.624899998000000
631,632,1,194,107,48201311800,Census Tract 3118,2449622.000000000000000,42209.000000000000000,+29.6991820,-95.3244075,Pecan Park,K012,Inner Loop,26644.626016300001000,26815576.624899998000000
632,633,1,195,40,48201311900,Census Tract 3119,2074446.000000000000000,43861.000000000000000,+29.7170693,-95.3251747,Eastwood,K010,Inner Loop,24646.451739500000000,22795997.694400001000000
633,634,1,195,55,48201311900,Census Tract 3119,2074446.000000000000000,43861.000000000000000,+29.7170693,-95.3251747,Gulfgate Riverview / Pine Valley,K013,Inner Loop,24646.451739500000000,22795997.694400001000000
634,635,1,195,83,48201311900,Census Tract 3119,2074446.000000000000000,43861.000000000000000,+29.7170693,-95.3251747,Lawndale / Wayside,K011,Inner Loop,24646.451739500000000,22795997.694400001000000
635,636,1,195,85,48201311900,Census Tract 3119,2074446.000000000000000,43861.000000000000000,+29.7170693,-95.3251747,MacGregor,K015,Inner Loop,24646.451739500000000,22795997.694400001000000
636,637,1,195,104,48201311900,Census Tract 3119,2074446.000000000000000,43861.000000000000000,+29.7170693,-95.3251747,OST / South Union,K014,Inner Loop,24646.451739500000000,22795997.694400001000000
637,638,1,196,40,48201312000,Census Tract 3120,1833848.000000000000000,32913.000000000000000,+29.7152476,-95.3523901,Eastwood,K010,Inner Loop,32024.818552000001000,20089001.023200002000000
638,639,1,196,55,48201312000,Census Tract 3120,1833848.000000000000000,32913.000000000000000,+29.7152476,-95.3523901,Gulfgate Riverview / Pine Valley,K013,Inner Loop,32024.818552000001000,20089001.023200002000000
639,640,1,196,85,48201312000,Census Tract 3120,1833848.000000000000000,32913.000000000000000,+29.7152476,-95.3523901,MacGregor,K015,Inner Loop,32024.818552000001000,20089001.023200002000000
640,641,1,196,104,48201312000,Census Tract 3120,1833848.000000000000000,32913.000000000000000,+29.7152476,-95.3523901,OST / South Union,K014,Inner Loop,32024.818552000001000,20089001.023200002000000
641,642,1,196,125,48201312000,Census Tract 3120,1833848.000000000000000,32913.000000000000000,+29.7152476,-95.3523901,Third Ward,K016,Inner Loop,32024.818552000001000,20089001.023200002000000
642,643,1,197,85,48201312100,Census Tract 3121,1337653.000000000000000,0.000000000000000,+29.7222846,-95.3445785,MacGregor,K015,Inner Loop,15094.182935000001000,14395004.385900000000000
